6.083506828703336700e-01,6.083640749634209310e-01,6.083618032105451157e-01,6.083676909620421291e-01,6.083675381604110033e-01,6.083646712143898627e-01,6.083674645270643611e-01,6.083664307871567978e-01,6.083672847842208631e-01,6.083671477665005822e-01,6.083668030815466699e-01,6.083675805357888766e-01,6.083657801673545418e-01,6.083676537021955877e-01,6.083655905942508824e-01,6.083662117678926284e-01,6.083675598387352501e-01,6.083675442352216578e-01,6.083669627308718741e-01,6.083600167862415198e-01,6.083673498799448964e-01,6.083670092421602504e-01,6.083575423503050361e-01,6.083673947655525716e-01,6.083673569072007847e-01,6.083669677496726935e-01,6.083617033999608736e-01,6.083673824168932542e-01,6.083674360026924965e-01,6.083668576298316699e-01,6.083674901031208559e-01,6.083674473986944164e-01,6.083674682788794419e-01,6.083669389551310536e-01,6.083675121831063626e-01,6.083628157839521267e-01,6.083671645569566078e-01,6.083673144110517406e-01,6.083671155889334159e-01,6.083671073809689966e-01,6.083646335135320937e-01,6.083666636292368590e-01,6.083671703684017107e-01,6.083670350891523526e-01,6.083669333286384484e-01,6.083672259533123849e-01,6.083671807412144306e-01,6.083631472261371576e-01,6.083668124542057631e-01,6.083670771579735570e-01,6.083666496472975860e-01,6.083668524178797998e-01,6.083669992935915039e-01,6.083661876967488835e-01,6.083669936267041001e-01,6.083670180402054317e-01,6.083668528919364826e-01,6.083664298467236220e-01,6.083668878185548579e-01,6.083669344812026036e-01,6.083670166552093139e-01,6.083670241133647405e-01,6.083662995200072032e-01,6.083669978918279098e-01,6.083665572530208010e-01,6.083670695394204353e-01,6.083670841872848012e-01,6.083670844016234591e-01,6.083670617112835188e-01,6.083668940136497394e-01,6.083666569912480337e-01,6.083665857976963132e-01,6.083661833447483458e-01,6.083668546674874111e-01,6.083669166547054363e-01,6.083670049584383177e-01,6.083662534320967152e-01,6.083670443344945111e-01,6.083665342497752704e-01,6.083666553600420857e-01,6.083669019624161622e-01,6.083669991719898862e-01,6.083665687809420852e-01,6.083670879558207290e-01,6.083664938658819299e-01,6.083668765936997014e-01,6.083663603054045854e-01,6.083670647590244673e-01,6.083671323538891729e-01,6.083670251691949415e-01,6.083318333282949908e-01
6.083617511643506504e-01,6.083670660312237022e-01,6.083529168361249129e-01,6.083666220149636095e-01,6.083669536175372317e-01,6.083669325855327603e-01,6.083608784210911002e-01,6.083649548572791499e-01,6.083673704174608066e-01,6.083675912779338280e-01,6.083676232844146270e-01,6.083668216234350279e-01,6.083661245288691788e-01,6.083669319301254763e-01,6.083661488728796529e-01,6.083668078699331350e-01,6.083674152910638622e-01,6.083671953949907341e-01,6.083674820005696704e-01,6.083675392382597025e-01,6.083674402201600939e-01,6.083675589704181652e-01,6.083671618450288143e-01,6.083659613610072903e-01,6.083658161692151456e-01,6.083674808470882489e-01,6.083673314482338501e-01,6.083671592287204222e-01,6.083668040412626432e-01,6.083669785426666365e-01,6.083668829633389619e-01,6.083669455635093426e-01,6.083675128604685289e-01,6.083672868209971663e-01,6.083675134327438672e-01,6.083670220641985704e-01,6.083665677638185887e-01,6.083673817032613229e-01,6.083676672722388989e-01,6.083676670607084391e-01,6.083676627832993455e-01,6.083674624920120122e-01,6.083669623301546370e-01,6.083674909467702285e-01,6.083657308085582693e-01,6.083672901718663040e-01,6.083675203971197210e-01,6.083648965858272639e-01,6.083674915876622347e-01,6.083674814776713902e-01,6.083673647913704352e-01,6.083671726781078037e-01,6.083673957477919725e-01,6.083672248352078871e-01,6.083665675539456918e-01,6.083640146114397407e-01,6.083665215919403790e-01,6.083673818285553203e-01,6.083673827291342651e-01,6.083673235291624515e-01,6.083664994386872582e-01,6.083668495963661105e-01,6.083673137835089451e-01,6.083672384288055790e-01,6.083667632102532918e-01,6.083672362508938392e-01,6.083670290987260865e-01,6.083659606567617395e-01,6.083673413747546777e-01,6.083674835060546293e-01,6.083674674229964108e-01,6.083669992839875196e-01,6.083673754477658679e-01,6.083675767402387802e-01,6.083675784131529207e-01,6.083675687141228972e-01,6.083675807119589551e-01,6.083669368410938860e-01,6.083675009254925214e-01,6.083674936758156626e-01,6.083675268731424390e-01,6.083670138652726989e-01,6.083659214495885648e-01,6.083675522902173283e-01,6.083663503852904109e-01,6.083655572630534136e-01,6.083674365882640878e-01,6.083673304263006454e-01,6.083664735229348253e-01,6.083666439526512759e-01,6.083478305272176367e-01
6.083662105384651797e-01,6.068298705661171466e-01,6.068541464277327213e-01,6.083662263708536910e-01,6.083571871183823809e-01,6.083661922634090446e-01,6.068304071979927494e-01,6.083662157824550887e-01,6.063995455419138869e-01,6.083571902262584485e-01,6.083662136802654441e-01,6.068541464277327213e-01,6.083662223913597344e-01,6.083662162244091176e-01,6.083662261844001717e-01,6.083662147614854465e-01,6.083662240554844614e-01,6.083662254457977703e-01,6.083662145715640346e-01,6.083662206250380899e-01,6.083662046710404114e-01,6.083662164532075423e-01,6.083662117818012804e-01,6.064005571882754575e-01,6.083662268820054786e-01,6.083106347935132163e-01,6.083662196089512086e-01,6.083662280722254012e-01,6.083662061252395059e-01,6.083662201708779360e-01,6.083662143201987726e-01,6.083662168522790958e-01,6.082801416962916319e-01,6.083662136543260823e-01,6.083662092303395719e-01,6.083662068135946566e-01,6.083662099735102080e-01,6.083662006220573737e-01,6.083661987395461157e-01,6.083661919224633285e-01,6.083662124662719828e-01,6.083571974448894748e-01,6.083662003916009420e-01,6.083661918697668147e-01,6.083661924768235529e-01,6.083662093238010327e-01,6.083661866917774441e-01,6.076029992841551763e-01,6.083661846316125166e-01,6.083661909346576024e-01,6.083661893371368201e-01,6.083661917417316767e-01,6.083661881076601885e-01,6.083427120344612193e-01,6.083662097088720078e-01,6.083661965034582453e-01,6.083661998558178574e-01,6.083427173655112652e-01,6.083106454399432872e-01,6.083571899782792558e-01,6.083662008373035279e-01,6.083662090413716195e-01,6.083661946218322791e-01,6.083662069496152958e-01,6.083662002181424722e-01,6.083661946649495667e-01,6.083661937164674960e-01,6.083662117757892007e-01,6.064022919415194002e-01,6.083662079706462222e-01,6.083662088482364450e-01,6.068256192635679280e-01,6.083661862137453857e-01,6.083662020592860431e-01,6.083661919544440799e-01,6.083662077969640425e-01,6.083661896198974128e-01,6.083662003068781576e-01,6.064004592598311039e-01,6.083662034743848590e-01,6.083661995289462165e-01,6.083662050820252132e-01,6.083661990828598265e-01,6.083661958343175025e-01,6.083662141350176800e-01,6.083662035725726502e-01,6.083661961375637084e-01,6.083662128891975662e-01,6.083662022932750935e-01,6.083662057617812424e-01,6.083661944148858192e-01
6.083661939536324503e-01,6.064953676551825268e-01,6.064953738276592787e-01,6.083662099588819094e-01,6.083571849082702876e-01,6.083661758464617986e-01,6.064954092780973083e-01,6.083661993541961133e-01,6.064955922440542491e-01,6.083571880715711311e-01,6.083661972610657775e-01,6.064956262349181504e-01,6.083662059596322003e-01,6.083661998322589248e-01,6.083662097726201257e-01,6.083661983774198978e-01,6.083662077002929269e-01,6.083662090582614423e-01,6.083661981619662429e-01,6.083662042447562923e-01,6.083661883560269601e-01,6.083662001145401232e-01,6.083661954236487812e-01,6.064012120602677580e-01,6.083662105565026401e-01,6.083106781884728420e-01,6.083662032585777091e-01,6.083662117039454476e-01,6.083661897856170730e-01,6.083662038389608950e-01,6.083661980144229320e-01,6.083662006025994939e-01,6.082801140717944977e-01,6.083661973877588780e-01,6.083661929939966351e-01,6.083661905550362681e-01,6.083661937114575036e-01,6.083661843158095772e-01,6.083661824368852278e-01,6.083661756599880732e-01,6.083661962246755817e-01,6.083571951553744528e-01,6.083661841397364212e-01,6.083661755638963831e-01,6.083661761538509127e-01,6.083661929825034953e-01,6.083661703585915292e-01,6.076029755624640094e-01,6.083661682972584250e-01,6.083661745892887662e-01,6.083661729548952568e-01,6.083661753415642304e-01,6.083661717046996431e-01,6.083427023501347675e-01,6.083661933090124263e-01,6.083661801585009687e-01,6.083661835204955404e-01,6.083427077071510425e-01,6.083107229342004096e-01,6.083571877483714418e-01,6.083661845610008889e-01,6.083661927219802257e-01,6.083661782878697633e-01,6.083661906305983802e-01,6.083661839698207840e-01,6.083661784303060482e-01,6.083661774716518922e-01,6.083661955294861201e-01,6.064965289545108940e-01,6.083661917049532075e-01,6.083661925831344019e-01,6.064023868114207794e-01,6.083661699647694432e-01,6.083661857928658323e-01,6.083661757003405723e-01,6.083661915168059320e-01,6.083661733344453149e-01,6.083661840106852070e-01,6.066949302586843729e-01,6.083661871605846594e-01,6.083661832519904333e-01,6.083661887989503247e-01,6.083661827960548107e-01,6.083661795128905148e-01,6.083661978007711690e-01,6.083661872458524522e-01,6.083661797524477777e-01,6.083661964964827140e-01,6.083661858780381460e-01,6.083661893678987687e-01,6.083661779937417080e-01
6.083608077205004960e-01,6.083666626218958706e-01,6.083667895850130014e-01,6.083667115214190790e-01,6.083669411068479693e-01,6.083624635715201290e-01,6.083673542882871432e-01,6.083654136303975335e-01,6.083672982421606257e-01,6.083668971471307696e-01,6.083671235828013169e-01,6.083673870236435688e-01,6.083626160060497945e-01,6.083620893356240789e-01,6.083656101462718846e-01,6.083653964899147226e-01,6.083666690069754468e-01,6.083657348239666085e-01,6.083663900180659168e-01,6.083648424911775043e-01,6.083670051137538559e-01,6.083669083513060238e-01,6.083668645801389996e-01,6.083668846236394145e-01,6.083671298748535294e-01,6.083670577813812264e-01,6.083670185832260602e-01,6.083664541114547353e-01,6.083670553341666842e-01,6.083670877877138672e-01,6.083663140254842450e-01,6.083669980605133087e-01,6.083661487483434938e-01,6.083664457513064949e-01,6.083668052418725880e-01,6.083583766665419112e-01,6.083664476918927422e-01,6.083649872323400043e-01,6.083670521929367414e-01,6.083667213157358811e-01,6.083657841724232629e-01,6.083665616410863786e-01,6.083666903765292400e-01,6.083669647804320624e-01,6.083665502626846022e-01,6.083670643858015703e-01,6.083668509648990641e-01,6.083668074780154145e-01,6.083668356611496852e-01,6.083665292800245483e-01,6.083667164213124590e-01,6.083669437321589379e-01,6.083637152018707139e-01,6.083661818748927752e-01,6.083668176782830450e-01,6.083665168926321032e-01,6.083669808216973784e-01,6.083668355708479192e-01,6.083670057769717809e-01,6.083668063863207909e-01,6.083670316002587342e-01,6.083670639885634390e-01,6.083663690874577812e-01,6.083644606230165230e-01,6.083664963194954645e-01,6.083667521983842086e-01,6.083663948249069531e-01,6.083625203169330531e-01,6.083666382845975829e-01,6.083650296200485696e-01,6.083652096762202088e-01,6.083668005286193559e-01,6.083669685121494419e-01,6.083668733295131137e-01,6.083668223474744119e-01,6.083651948791799491e-01,6.083664762472953402e-01,6.083667203950674507e-01,6.083665272866264351e-01,6.083667533006292816e-01,6.083666342825418960e-01,6.083651901859773448e-01,6.083665135893837617e-01,6.083663389844014002e-01,6.083658889732657116e-01,6.083634753708301313e-01,6.083666886528650286e-01,6.083666993657772526e-01,6.083661564376436903e-01,6.083664076678894084e-01,6.083663869631577015e-01
6.083654248328139724e-01,6.067872661618687324e-01,6.068541464277327213e-01,6.083654408632241939e-01,6.083575711482357429e-01,6.083654067737981341e-01,6.068541464277327213e-01,6.083654302867880226e-01,6.067873801693910440e-01,6.083575743489350041e-01,6.083654282293849969e-01,6.068541464277327213e-01,6.083654369569407860e-01,6.083654307910111303e-01,6.083654407401829500e-01,6.083654293308573546e-01,6.083654386142146597e-01,6.083654400388015526e-01,6.083654291649031043e-01,6.083654352176741664e-01,6.083654192952120399e-01,6.083654310886654759e-01,6.083654264301978642e-01,6.064181788044585852e-01,6.083654415394819104e-01,6.083113263165499385e-01,6.083654342630099299e-01,6.083654427119513652e-01,6.083654207635265099e-01,6.083654348329324835e-01,6.083654289602127285e-01,6.083654314983262257e-01,6.082800350527459710e-01,6.083654282710327932e-01,6.083654238731091013e-01,6.083654214311988717e-01,6.083654246031124924e-01,6.083654152629023315e-01,6.083654134082346898e-01,6.083654065886691109e-01,6.083654271557683568e-01,6.083575816199364716e-01,6.083654150744244316e-01,6.083654065307529946e-01,6.083654071424571264e-01,6.083654240078850695e-01,6.083654013875808841e-01,6.076018925352706379e-01,6.083653993108112390e-01,6.083654055790115311e-01,6.083654039829017313e-01,6.083654064212311585e-01,6.083654028081739717e-01,6.083434150399286144e-01,6.083654244167088221e-01,6.083654112258477520e-01,6.083654145988135475e-01,6.083434203887445602e-01,6.083113366721641935e-01,6.083575741699762673e-01,6.083654156451533401e-01,6.083654238320344021e-01,6.083654094611905538e-01,6.083654218003885505e-01,6.083654151452043690e-01,6.083654096257441468e-01,6.083654086736686173e-01,6.083654267630227430e-01,6.067854220544616206e-01,6.083654229333217422e-01,6.083654238165426831e-01,6.068541464277327213e-01,6.083654011762225089e-01,6.083654169835811532e-01,6.083654068567362350e-01,6.083654226869589232e-01,6.083654044943683781e-01,6.083654151811845878e-01,6.064100942504092595e-01,6.083654183117264136e-01,6.083654143730851116e-01,6.083654199048709188e-01,6.083654139069996081e-01,6.083654106995973754e-01,6.083654289947858507e-01,6.083654184090880879e-01,6.083654110014202754e-01,6.083654277762220453e-01,6.083654171481658324e-01,6.083654206130174602e-01,6.083654092596839646e-01
6.083666672783961671e-01,6.083665763095333912e-01,6.083627250951320065e-01,6.083653883763320280e-01,6.083663393414160403e-01,6.083460716349308184e-01,6.083664853075098078e-01,6.083661450787727354e-01,6.083657736524061832e-01,6.083656404010233665e-01,6.083668965575945720e-01,6.083669119906328637e-01,6.083666488312264864e-01,6.083620542302103917e-01,6.083669589619113971e-01,6.083669772357229721e-01,6.083663864887598471e-01,6.083669533399100882e-01,6.083670578392971207e-01,6.083648274845516735e-01,6.083663546257641608e-01,6.083657448479108387e-01,6.083668221101673490e-01,6.083663809826637126e-01,6.083662971449681489e-01,6.083639088169758846e-01,6.083670709282510414e-01,6.083667709087653419e-01,6.083650560135661634e-01,6.083646439246267468e-01,6.083672141992775284e-01,6.083664413249582070e-01,6.083672326396440955e-01,6.083665205331665327e-01,6.083667655512507988e-01,6.083662133758541701e-01,6.083673287145719977e-01,6.083652152916648737e-01,6.083673027470366534e-01,6.083673348089283506e-01,6.083674690732305823e-01,6.083665668191879927e-01,6.083664466239701030e-01,6.083674167750736661e-01,6.083668868046071543e-01,6.083669871250890759e-01,6.083668704688521833e-01,6.083668675484319444e-01,6.083655049030414208e-01,6.083677087741312661e-01,6.083675616434441880e-01,6.083676255467140859e-01,6.083675061956740349e-01,6.083647996452991036e-01,6.083629761031298377e-01,6.083675698282576816e-01,6.083673136389280423e-01,6.083672627579995718e-01,6.083672799240124052e-01,6.083675950159072032e-01,6.083674069329090273e-01,6.083668036059375339e-01,6.083675534429416887e-01,6.083675334221579911e-01,6.083658810833855179e-01,6.083675981940125377e-01,6.083672418818312222e-01,6.083664737070673123e-01,6.083675524291652925e-01,6.083654069542883125e-01,6.083666559589030465e-01,6.083666581995100797e-01,6.083668260573259490e-01,6.083675637277112802e-01,6.083673871578683112e-01,6.083671268647207198e-01,6.083672800142880810e-01,6.083674776399300432e-01,6.083674254119925129e-01,6.083650928289464632e-01,6.083667335109884666e-01,6.083670936694571818e-01,6.083662728199643599e-01,6.083670960947789030e-01,6.083670670085338239e-01,6.083671783076660677e-01,6.083651920394547163e-01,6.083670079550081988e-01,6.083667739825645571e-01,6.083663803583312379e-01,6.083569670665636142e-01
6.083477835539963241e-01,6.083652154854320981e-01,6.083475964438023187e-01,6.083665435150045209e-01,6.083665797537574083e-01,6.083584220450574120e-01,6.083659157635763481e-01,6.083643362188194681e-01,6.083664405570601286e-01,6.083664473065893974e-01,6.083655515226800148e-01,6.083662906540396875e-01,6.083662590135548998e-01,6.083662205640582021e-01,6.083663557343140793e-01,6.083624614225434657e-01,6.083641725939691325e-01,6.083663440439115444e-01,6.083641426645528538e-01,6.083665332381114066e-01,6.083667352723115540e-01,6.083667895221978039e-01,6.083666460065852988e-01,6.083669443989164760e-01,6.083658907126567872e-01,6.083650826325366356e-01,6.083644542704400582e-01,6.083660655453736466e-01,6.083669614839189999e-01,6.083669598369643161e-01,6.083658176682278373e-01,6.083665862636633559e-01,6.083667608257643522e-01,6.083650785176892839e-01,6.083665102919079137e-01,6.083666738973666499e-01,6.083666852998671493e-01,6.083639291923763626e-01,6.083647677216166283e-01,6.083598065781208319e-01,6.083663637114575806e-01,6.083661517659169071e-01,6.083658729005898547e-01,6.083661224406252677e-01,6.083659709198869781e-01,6.083662819242058317e-01,6.083663096568930895e-01,6.083660547056386481e-01,6.083659407323909196e-01,6.083642351834150919e-01,6.083648742237516283e-01,6.083639940549688818e-01,6.083662773933258272e-01,6.083661371759632175e-01,6.083664146002302209e-01,6.083661437322596122e-01,6.083625295088329610e-01,6.083603768037928461e-01,6.083660366624672466e-01,6.083659325184096467e-01,6.083642999644289784e-01,6.083659865586220628e-01,6.083657497542315218e-01,6.083659907900705877e-01,6.083659806142166504e-01,6.083651437162336251e-01,6.083652091258735517e-01,6.083645838345578261e-01,6.083635786525203315e-01,6.083658339577421303e-01,6.083638651507158324e-01,6.083662566027246976e-01,6.083655038428877893e-01,6.083647198962474079e-01,6.083660570360168718e-01,6.083652981670422122e-01,6.083653350008024763e-01,6.083653683778493804e-01,6.083614451930039468e-01,6.083658193939120995e-01,6.083659778114457461e-01,6.083657763694022558e-01,6.083652136149768630e-01,6.083660770169252441e-01,6.083653952469024739e-01,6.083662468328641104e-01,6.083661843438774586e-01,6.083660617755196620e-01,6.083663159216288197e-01,6.083660731336327787e-01,6.083459951584908598e-01
6.083537570156615226e-01,6.083650943143070755e-01,6.083659914220286291e-01,6.083578687287632958e-01,6.083659248908019901e-01,6.083564980503943787e-01,6.083640869133047913e-01,6.083661536514045620e-01,6.083660953029701446e-01,6.083640735751930650e-01,6.083659783553165834e-01,6.083662806554023250e-01,6.083650683986638885e-01,6.083626170417365531e-01,6.083661948507966821e-01,6.083662279509637338e-01,6.083486746892546870e-01,6.083660971067763601e-01,6.083661119384263793e-01,6.083653542116800317e-01,6.083640425504779348e-01,6.083645272350803879e-01,6.083663555424184688e-01,6.083660077587147441e-01,6.083663541984026812e-01,6.083653976014063991e-01,6.083663174553992636e-01,6.083663277563686744e-01,6.083646682226029334e-01,6.083634556713141128e-01,6.083661435573368692e-01,6.083649161446489373e-01,6.083661453518128814e-01,6.083663525542967188e-01,6.083662025699171361e-01,6.083633228326517095e-01,6.083658909411007176e-01,6.083569092127821820e-01,6.083666209682495607e-01,6.083664226553642251e-01,6.083665710426446882e-01,6.083664540799393894e-01,6.083629838273282298e-01,6.083665748427053988e-01,6.083664830243907806e-01,6.083648536319258282e-01,6.083655178261683227e-01,6.083663680985420541e-01,6.083663670953677327e-01,6.083664384416904714e-01,6.083660066165311742e-01,6.083644830367814782e-01,6.083663795546209174e-01,6.083662551168323995e-01,6.083663263673915189e-01,6.083663791946504196e-01,6.083663577848220649e-01,6.083663688779794576e-01,6.083659839330721741e-01,6.083662043387741969e-01,6.083660810034841049e-01,6.083661372695835512e-01,6.083652395593022177e-01,6.083660985173245939e-01,6.083660923504371487e-01,6.083660919604716444e-01,6.083662899127133539e-01,6.083647339511530916e-01,6.083662490926814437e-01,6.083619915512810117e-01,6.083661103798712055e-01,6.083662917232004474e-01,6.083639790915918999e-01,6.083666778800833619e-01,6.083666414780404263e-01,6.083666722468579202e-01,6.083666429133769427e-01,6.083666657879103212e-01,6.083666028123055902e-01,6.083661360338264990e-01,6.083663386279969387e-01,6.083659582411478084e-01,6.083664570814898420e-01,6.083665105669837647e-01,6.083657081581762549e-01,6.083665011849298532e-01,6.083664885689309409e-01,6.083662152832640668e-01,6.083662633048295687e-01,6.083663537046707370e-01,6.083664474038599224e-01
6.083664545954198255e-01,6.083455110028793689e-01,6.083658397115591088e-01,6.083660096196709111e-01,6.083662062662230641e-01,6.083620017381567990e-01,6.083664458876926195e-01,6.083662468672932366e-01,6.083650692930874238e-01,6.083655866300831105e-01,6.083658521906928351e-01,6.083663076640670742e-01,6.083658050234823644e-01,6.083661747199249348e-01,6.083658710255810398e-01,6.083619410675538131e-01,6.083657603728751528e-01,6.083642431960942787e-01,6.083657682395259281e-01,6.083631356749749086e-01,6.083658834095758694e-01,6.083663300476177538e-01,6.083648913476453757e-01,6.083648409577352423e-01,6.083658994135937581e-01,6.083654664223298036e-01,6.083660999397173530e-01,6.083662060080780032e-01,6.083639832710376893e-01,6.083662494545926114e-01,6.083651180874474207e-01,6.083643005861433251e-01,6.083662589202554205e-01,6.083650267357371133e-01,6.083628960225598847e-01,6.083657560007207366e-01,6.083655918350049374e-01,6.083663128278741228e-01,6.083651743716247395e-01,6.083663397460350453e-01,6.083662917553837035e-01,6.083657719556813115e-01,6.083650551059963663e-01,6.083650558084962023e-01,6.083660724189993152e-01,6.083646145230329205e-01,6.083657851900279301e-01,6.083630812260916176e-01,6.083659800613729907e-01,6.083649211620090203e-01,6.083615549688713431e-01,6.083636577040330007e-01,6.083658539611888072e-01,6.083658053336651328e-01,6.083658041511519343e-01,6.083659221721845478e-01,6.083659447447199442e-01,6.083644439241127078e-01,6.083649456199318184e-01,6.083658739483531752e-01,6.083656159350264714e-01,6.083661273939673375e-01,6.083650931607978984e-01,6.083656220049284968e-01,6.083659232925353599e-01,6.083663311162316178e-01,6.083662403164645793e-01,6.083656950499256588e-01,6.083638689009560618e-01,6.083649125764655219e-01,6.083663232260192455e-01,6.083664476398729093e-01,6.083662403687184472e-01,6.083661915273866905e-01,6.083664824477466038e-01,6.083663283486703266e-01,6.083654707821095631e-01,6.083658600347561229e-01,6.083662754171150766e-01,6.083666043787394617e-01,6.083666016873449101e-01,6.083646353759630809e-01,6.083666046401957628e-01,6.083665956554764609e-01,6.083665953918978575e-01,6.083657506063492315e-01,6.083661695389636082e-01,6.083653615263140413e-01,6.083666156865596975e-01,6.083658681847633476e-01,6.083659377720174177e-01
