5.251443991612511075e-01,5.251717468361972729e-01,5.467335167237442617e-01,5.467311680204270941e-01,5.467517761314835134e-01,5.467401744603951341e-01,5.467387985660624450e-01,5.467272720409632747e-01,5.435485650696776361e-01,5.467224123595088026e-01,5.467112461068467377e-01,5.467158514689014481e-01
5.467565547180887053e-01,5.467709048380726689e-01,5.467248157334124725e-01,5.430703695481344795e-01,5.467529609704975258e-01,5.467690457641336543e-01,5.467405777005520662e-01,5.467555502674900092e-01,5.467959017284413914e-01,5.468036258385319259e-01,5.467024393015025296e-01,5.467696867733552457e-01
5.371107049035448444e-01,5.258891813238611990e-01,5.467457549102203718e-01,5.467434344684843905e-01,5.467639958009566925e-01,5.467523700870378089e-01,5.467509525027006712e-01,5.467394507747047605e-01,5.435158436779736757e-01,5.467344310361496040e-01,5.467234241975188480e-01,5.467279978532988416e-01
5.371138382405591383e-01,5.251443991611584039e-01,5.467230961141849033e-01,5.467207741090390760e-01,5.467413420342371877e-01,5.467297254769747372e-01,5.467283148264719950e-01,5.467168068511616408e-01,5.435046153623774856e-01,5.467118181779311303e-01,5.467007843758360242e-01,5.467053571341177198e-01
5.371141897954597733e-01,5.251443991611584039e-01,5.467004623389930540e-01,5.466981403240727122e-01,5.467187055121131012e-01,5.467070912732706622e-01,5.467056816573475642e-01,5.466941749945186668e-01,5.434933865096305272e-01,5.466891899342674055e-01,5.466781555811409676e-01,5.466827276622439058e-01
5.470679232332525954e-01,5.465530989299431930e-01,5.464168250796563875e-01,5.470995775506360959e-01,5.463214735206565198e-01,5.463070975575508026e-01,5.469704118280060978e-01,5.473558045127691063e-01,5.460710364717996645e-01,5.397265586399486725e-01,5.472994264692072619e-01,5.473023538186647663e-01
5.370655204836387586e-01,5.251443991611584039e-01,5.469020927027361534e-01,5.468997748096755540e-01,5.469203643077715782e-01,5.469087448013778552e-01,5.469073435217551848e-01,5.468958354133859334e-01,5.429464274257652656e-01,5.468908592751429154e-01,5.468798065289478538e-01,5.468843857489551485e-01
5.370670591983325304e-01,5.251443991611584039e-01,5.468794980053841570e-01,5.468771810166149772e-01,5.468977672915017463e-01,5.468861495514486526e-01,5.468847484024784711e-01,5.468732429392025862e-01,5.429352175846562378e-01,5.468682661384793864e-01,5.468572166547791547e-01,5.468617952421812589e-01
5.370685574705947873e-01,5.251443991611584039e-01,5.468569075640207222e-01,5.468545908299941027e-01,5.468751742293913587e-01,5.468635586440532270e-01,5.468621582652738455e-01,5.468506544970657135e-01,5.429240050781128923e-01,5.468456800650747240e-01,5.468346311380443137e-01,5.468392090598644950e-01
5.312594647629761413e-01,5.370699269619111371e-01,5.468345206186174812e-01,5.468322066717359320e-01,5.468526633713090002e-01,5.468409568014059863e-01,5.468394915379976018e-01,5.468280876869149321e-01,5.429127271058254989e-01,5.468227911312736333e-01,5.468120551994790635e-01,5.468166526057481880e-01
5.309117561894844961e-01,5.251443991611584039e-01,5.468116714555241176e-01,5.468093433061889108e-01,5.468299417177175936e-01,5.468183404762608779e-01,5.468169608452673192e-01,5.468054530748412967e-01,5.429016275329086039e-01,5.468005518747959259e-01,5.467894348621090694e-01,5.467940292123629753e-01
5.250152706175306161e-01,5.309440212933455028e-01,5.467892431013458010e-01,5.467869126269639946e-01,5.468074572263561528e-01,5.467958164918909070e-01,5.467944133985601640e-01,5.467829544680423703e-01,5.428905827388764704e-01,5.467779225483598848e-01,5.467669321553212392e-01,5.467715443907024131e-01
5.471542790935106648e-01,5.467289650278593927e-01,5.471972376373637204e-01,5.471618277310571488e-01,5.458748377341083868e-01,5.469512012089039477e-01,5.462934364717096924e-01,5.466415221511268241e-01,5.470397624573446471e-01,5.462315289829646758e-01,5.418989913129852454e-01,5.452120555353885401e-01
5.195900675301509120e-01,5.249593067466928886e-01,5.467313290125888070e-01,5.467289818526492873e-01,5.467496133362746980e-01,5.467380469608363880e-01,5.467367042179410719e-01,5.467251896030427272e-01,5.433039781782724731e-01,5.467204212582050804e-01,5.467091743641251389e-01,5.467138071389979759e-01
5.309859468415224493e-01,5.251443991611584039e-01,5.467089566366146736e-01,5.467066337066883719e-01,5.467272204720372564e-01,5.467156348525351595e-01,5.467142541302799641e-01,5.467027591470776660e-01,5.432929332467600902e-01,5.466978514898119812e-01,5.466867471023092451e-01,5.466913463991309730e-01
5.365169433691440171e-01,5.251443991611584039e-01,5.466864817269229126e-01,5.466841695577416838e-01,5.467047349660223432e-01,5.466931425915438902e-01,5.466917455951253446e-01,5.466802586363714855e-01,5.432817300149556106e-01,5.466752927994013023e-01,5.466642502097183165e-01,5.466688328951224696e-01
5.365132059464304826e-01,5.251443991611584039e-01,5.466639617746690272e-01,5.466616504664204568e-01,5.466822127073426296e-01,5.466706220997089583e-01,5.466692252685766418e-01,5.466577408874185862e-01,5.432705023633371821e-01,5.466527745572439256e-01,5.466417350448632417e-01,5.466463171138689070e-01
5.365195005926204352e-01,5.285103848418725159e-01,5.466415194278869683e-01,5.466392194272455818e-01,5.466597345519770279e-01,5.466481128457909566e-01,5.466466861377241582e-01,5.466352434418053630e-01,5.432592642634618274e-01,5.466301366307201315e-01,5.466192337042595772e-01,5.466238163014462970e-01
5.311426263955084659e-01,5.251443991611584039e-01,5.466189064405854170e-01,5.466165854439389848e-01,5.466371599399189041e-01,5.466255822079956195e-01,5.466242034227906110e-01,5.466127162542746554e-01,5.432481124793522298e-01,5.466078133071975431e-01,5.465967154917881210e-01,5.466013117238234242e-01
5.395400647447564646e-01,5.383004036333849385e-01,5.465967936148846684e-01,5.465945559924030306e-01,5.466149144046877906e-01,5.466031818368338735e-01,5.466016339640289434e-01,5.465903500951171390e-01,5.432369689494273013e-01,5.465846857911199619e-01,5.465743129235683950e-01,5.465788920756227132e-01
5.365580789374404524e-01,5.251443991611584039e-01,5.465738702565273721e-01,5.465715625048767068e-01,5.465921118780251442e-01,5.465805282427893541e-01,5.465791318939269283e-01,5.465676578901271787e-01,5.432256338159857645e-01,5.465626889513641729e-01,5.465516623951848230e-01,5.465562418213263385e-01
5.378398274896371012e-01,5.296096137820697214e-01,5.465514737494722164e-01,5.465491826813303478e-01,5.465696666513595314e-01,5.465580394737735714e-01,5.465565999733074110e-01,5.465451811955318595e-01,5.432143694980523518e-01,5.465400143481182749e-01,5.465291800178611048e-01,5.465337567196802970e-01
5.365693003106892789e-01,5.251443991611584039e-01,5.465288468056160864e-01,5.465265398465742885e-01,5.465470833462656719e-01,5.465355037863908194e-01,5.465341086607484744e-01,5.465226384196140152e-01,5.432031149823500771e-01,5.465176727883493957e-01,5.465066485731117085e-01,5.465112266644642780e-01
5.365727767824038930e-01,5.193858995663325206e-01,5.465062514684163597e-01,5.465039320676372547e-01,5.465245451212227268e-01,5.465130208781849852e-01,5.465116725240999340e-01,5.465001448180644150e-01,5.431919345294742296e-01,5.464953959610334699e-01,5.464841659413236519e-01,5.464887420303632393e-01
5.365754417179723346e-01,5.251443991611584039e-01,5.464839286535827512e-01,5.464816213407653889e-01,5.465021596026476969e-01,5.464905847942251871e-01,5.464891920184455909e-01,5.464777238654047187e-01,5.431807158904149446e-01,5.464727668728749377e-01,5.464617402189867468e-01,5.464663169373746854e-01
5.388334819225211181e-01,5.388583221002182233e-01,5.464616293824694493e-01,5.464593142665410408e-01,5.464796930330643177e-01,5.464680162894589577e-01,5.464665492333496966e-01,5.464551643061171804e-01,5.431690910788465887e-01,5.464498718387696963e-01,5.464391849301886150e-01,5.464437567691334818e-01
