6.411121909612803316e-02,6.420131264719217135e-02,6.420228884469400543e-02,6.421521302627561378e-02,6.421546613404974235e-02
6.414298479164902422e-02,6.421705491503308660e-02,6.421699816810333417e-02,6.420129364774440628e-02,6.421467181180687267e-02
6.411305767339474382e-02,6.420146131506614118e-02,6.421484448447208060e-02,6.420048414777596024e-02,6.404074432545359130e-02
6.407168954248274040e-02,6.420778958562545213e-02,6.420045505701887922e-02,6.420594922705029350e-02,6.420469717009218147e-02
6.420904648642755674e-02,6.420940540853642409e-02,6.420975435938619524e-02,6.420930841071452455e-02,6.420927890532339422e-02
6.420895856631743392e-02,6.420931505611754408e-02,6.420966274720640854e-02,6.420921606440338492e-02,6.420918856196873581e-02
6.408913994575941853e-02,6.420860046267352905e-02,6.420474157641743729e-02,6.420867035114127819e-02,6.420588805394414345e-02
6.421148115700811565e-02,6.421183832385540802e-02,6.421218638628553577e-02,6.421173988019082679e-02,6.421171184347948535e-02
6.421139103246893687e-02,6.421174758543458927e-02,6.421209533018160109e-02,6.421164864099197789e-02,6.421162111085404467e-02
6.418771206343634739e-02,6.421829610334446603e-02,6.422028334925419801e-02,6.422077044082134811e-02,6.419696296885826770e-02
6.421590331133915364e-02,6.421625988960427689e-02,6.421660766908522666e-02,6.421616090951533240e-02,6.421613339561267619e-02
6.418444599848509291e-02,6.419050725297180404e-02,6.422340940411322419e-02,6.421308075682170824e-02,6.408385239658297150e-02
6.421817421386701030e-02,6.421853085612570788e-02,6.421887868585943182e-02,6.421843192007334333e-02,6.421840436652742623e-02
6.421808337804121858e-02,6.421843997303601503e-02,6.421878777772023483e-02,6.421834100061364625e-02,6.421831348486178870e-02
6.406227781659833143e-02,6.422550264126695996e-02,6.422700933073698104e-02,6.421956365126664512e-02,6.420639539337028023e-02
6.405567463097613934e-02,6.422371410900605537e-02,6.422673850423941955e-02,6.422251498279639426e-02,6.406477750882308420e-02
6.422454559922212425e-02,6.422490230256905352e-02,6.422525020025193765e-02,6.422480335810022700e-02,6.422477580377035367e-02
6.422445462876469335e-02,6.422481137960242559e-02,6.422515930106814652e-02,6.422471247625560764e-02,6.422468488130353426e-02
6.416486545576589873e-02,6.422390452930590299e-02,6.422334834004547743e-02,6.423166928307157131e-02,6.423224072262481710e-02
6.422512580890959999e-02,6.422548248869973386e-02,6.422583037837703568e-02,6.422538352619608371e-02,6.422535599135359430e-02
6.422503488858709308e-02,6.422539157325801717e-02,6.422573946477312667e-02,6.422529261721328375e-02,6.422526507711173727e-02
6.422494398735160981e-02,6.422530066341858301e-02,6.422564854966175685e-02,6.422520170230995584e-02,6.422517416800115064e-02
6.410203465202926609e-02,6.421268557994794235e-02,6.421575722747636938e-02,6.422711387401505712e-02,6.423481254951173003e-02
6.418125824967955972e-02,6.423605794855312412e-02,6.423660989441930258e-02,6.423245159509083368e-02,6.422955680930546307e-02
6.422795093895523888e-02,6.422830765228240701e-02,6.422865559233686961e-02,6.422820873202651770e-02,6.422818120401538322e-02
6.414665111434700306e-02,6.415950429133882027e-02,6.418580908238377680e-02,6.423593636228984438e-02,6.416318109922257429e-02
6.423278211353510014e-02,6.420556754658279797e-02,6.421633817248105502e-02,6.424009667898311626e-02,6.419976732638731087e-02
6.423344513931891764e-02,6.423380190879267315e-02,6.423414990553848181e-02,6.423370297574154675e-02,6.423367543244265510e-02
6.423335418948748765e-02,6.423371096337922304e-02,6.423405896187070474e-02,6.423361203634973815e-02,6.423358448816655908e-02
6.423326313949405397e-02,6.423361999511982556e-02,6.423396803482664397e-02,6.423352113719599243e-02,6.423349351998096368e-02
6.420265165934151141e-02,6.419578595846729685e-02,6.423617707421927503e-02,6.424427015813506670e-02,6.423895254323107318e-02
6.424053202873727941e-02,6.424088887212764387e-02,6.424123693971996174e-02,6.424078991715127807e-02,6.424076236846604226e-02
6.421415680689709915e-02,6.420348131490620502e-02,6.423950043298495838e-02,6.425217223633050700e-02,6.424564147228271904e-02
6.424795589078974301e-02,6.424831281332772648e-02,6.424866095675385580e-02,6.424821383172391043e-02,6.424818627787451386e-02
6.424786368870874509e-02,6.424822151548506555e-02,6.424857012532057821e-02,6.424812327737129680e-02,6.424809497443594031e-02
6.424777378586929433e-02,6.424813069862482517e-02,6.424847883552126104e-02,6.424803171371190613e-02,6.424800416526779689e-02
6.415950003735204632e-02,6.425639105943861673e-02,6.425627650887795472e-02,6.423458291750756832e-02,6.425398456080115561e-02
6.424689891684329246e-02,6.424725584597268391e-02,6.424760398795358041e-02,6.424715689271560948e-02,6.424712932043992464e-02
6.422326595867047794e-02,6.424591352365113806e-02,6.412431547135731547e-02,6.423989366194880757e-02,6.425190635713451393e-02
6.415093820598818941e-02,6.424051439615949266e-02,6.425330932902674486e-02,6.424498401583599028e-02,6.424973618335189096e-02
6.424500740559394019e-02,6.424536429297821039e-02,6.424571241475073025e-02,6.424526535019034479e-02,6.424523779636673315e-02
6.406908147230845618e-02,6.425011579639232362e-02,6.425174735446324836e-02,6.424926798898032698e-02,6.406299456936435932e-02
6.424938092364237963e-02,6.424978303947473379e-02,6.425015501190035894e-02,6.424972220904023867e-02,6.424965983721811491e-02
6.421434549870976005e-02,6.423905338734851866e-02,6.425401452954238035e-02,6.407486150880277453e-02,6.426259586616521469e-02
6.425541165622203343e-02,6.425573121994561376e-02,6.425606209652975909e-02,6.425560326106091735e-02,6.425561187201470070e-02
6.416718412382685366e-02,6.425263779971251976e-02,6.425133910667985004e-02,6.426261131292397566e-02,6.426350718054020528e-02
6.425620026782927208e-02,6.425655727830152653e-02,6.425690554099787455e-02,6.425645835336624145e-02,6.425643079709802974e-02
6.415330599474522444e-02,6.421806251883938055e-02,6.426757504866621729e-02,6.426707673569756474e-02,6.426744208894455412e-02
6.426044831015263747e-02,6.426080536853345793e-02,6.426115367751081275e-02,6.426070643467178545e-02,6.426067887453836003e-02
6.426035731000391549e-02,6.426071436217518917e-02,6.426106266733663808e-02,6.426061542579655783e-02,6.426058786946896306e-02
