2.663623142289043844e-01,2.663482400040732001e-01,2.659592582960144114e-01,2.663126571023152755e-01,2.664103816491223964e-01,2.661735078028435453e-01,2.663043688961366784e-01,2.663822418008371384e-01,3.019871561103967469e-02,2.661584557356390657e-01,2.661614060365639078e-01,2.663438820754688297e-01,2.657809906266138111e-01,2.663670120972078115e-01,2.664234959647405199e-01,2.663483795930074449e-01,2.663896538976107675e-01
2.664342453183779491e-01,2.664313617894700781e-01,2.664157683281088151e-01,2.664342602296020934e-01,2.663597311372243870e-01,2.664351348364594751e-01,2.664352120692290438e-01,2.664337907469372380e-01,3.019871561103967469e-02,2.662493299169249039e-01,2.663834925201862824e-01,2.663822467808570904e-01,2.663350915793612494e-01,2.664319914647072518e-01,2.664290138176612643e-01,2.664133835953603202e-01,2.663975049228703984e-01
2.664363574081017871e-01,2.664295598760334505e-01,2.664059201140265287e-01,2.664217599379476997e-01,2.663572362858779297e-01,2.664388665011420132e-01,2.664385699770455695e-01,2.664387272166302001e-01,3.019871561103967469e-02,2.658288114165517912e-01,2.663948011825973960e-01,2.663181078250606570e-01,2.660706721976975886e-01,2.664265165771759758e-01,2.664447240022445595e-01,2.664446444580601536e-01,2.663176496792225012e-01
2.664477291619347654e-01,2.664410997434391026e-01,2.664408656383456808e-01,2.664472993245710630e-01,2.664402266122533613e-01,2.664403708774916724e-01,2.664392661169924237e-01,2.664422574922261089e-01,3.019871561103967469e-02,2.662253372130925499e-01,2.663984233754621567e-01,2.662533013436947371e-01,2.664038407518576346e-01,2.664126555887916248e-01,2.664493799810148666e-01,2.664412680219343521e-01,2.661867480001234298e-01
2.664194028174592943e-01,2.664414860394367923e-01,2.664501155653195563e-01,2.664460527193970307e-01,2.664377264950044122e-01,2.664444230667127322e-01,2.664489523107050339e-01,2.663931475768422930e-01,3.019871561103967469e-02,2.663424046962206693e-01,2.664333039729854247e-01,2.663463738631991484e-01,2.664140019458383635e-01,2.664373329146940694e-01,2.664513847927906798e-01,2.664512225130497014e-01,2.663712358243835454e-01
2.664519202223930572e-01,2.664471165151419130e-01,2.664352563723377254e-01,2.664506099121797256e-01,2.664431822713149156e-01,2.664442398738263718e-01,2.664517670963566509e-01,2.664392077188080243e-01,3.019871561103967469e-02,2.662418850473461385e-01,2.664336954950285996e-01,2.663619341574636756e-01,2.663891949605654008e-01,2.664432342677600096e-01,2.664529812814396825e-01,2.664538875162770770e-01,2.662879610087320326e-01
2.664521144047437007e-01,2.664462323254245812e-01,2.663840787200726923e-01,2.664516409469323555e-01,2.663916915588361856e-01,2.664486125895295654e-01,2.664539364154411838e-01,2.664523834104887690e-01,3.019871561103967469e-02,2.660759388822618310e-01,2.664311326959259429e-01,2.664302426125469969e-01,2.662902487745159030e-01,2.664376408440671251e-01,2.664559804736525428e-01,2.664165644342386674e-01,2.663710401014299234e-01
2.663558605775929733e-01,2.663552777930634496e-01,2.664444907954368613e-01,2.663861464083076558e-01,2.657747095013633931e-01,2.664591066505260786e-01,2.664209678690896421e-01,2.664664952353644201e-01,3.019871561103967469e-02,2.662016571403861276e-01,2.664620716908528419e-01,2.662415162953582493e-01,2.663297594165739968e-01,2.664001528911588701e-01,2.664673078254155558e-01,2.664695614137581603e-01,2.662682666715072699e-01
2.663658148141280213e-01,2.663652104637154738e-01,2.658854439587640672e-01,2.663445474018372172e-01,2.664740288343989127e-01,2.662220529205424069e-01,2.662647800673786924e-01,2.664750074928494694e-01,3.019871561103967469e-02,2.659874559346731560e-01,2.659895009272794653e-01,2.664752574678107555e-01,2.655133348587993547e-01,2.664328706521396639e-01,2.664838682135818870e-01,2.663621799106959398e-01,2.664908166177009097e-01
2.665045117913502626e-01,2.665070507647409603e-01,2.658571895755790226e-01,2.664431635583586755e-01,2.664029226390770000e-01,2.662098905624913359e-01,2.661955606924881756e-01,2.665137688109150971e-01,3.019871561103967469e-02,2.650219075093450671e-01,2.659117825915827682e-01,2.665047084197273430e-01,2.645480112891062108e-01,2.665163161977394113e-01,2.664803461306575749e-01,2.664253896337052674e-01,2.665322116189023927e-01
